,id,Name,Type,SubType,Rangetype,Sprite,EquipSprite,ArrowSprite,ArrowSpeed,ArrowSize,ArrowRotation,HitEffect,HitSound,HitCount,Tier,BattlePoint,Rare,RarePercent,RareCoung,RanSmeltCount,SmeltUpStat,craftrare,craftrarelist,material,attacktype,minatk,maxatk,atkspeed,castspeed,matk,def,mdef,Str,Dex,Int,Wis,AllStat,AdvanStat,Hit,Exp,Gold,Hp,Mp,Crit,CritDmg,MinAllDmg,MaxAllDmg,RanStatId,SetID,SpeMehod,SpeMehodP,SuccSpe,istwohand,smeltid,smeltcount,maxdotcount,dotdmgup,AdvanEquipID,AdvanNeedItem,AdvanNeedItemHowmany,AdvanGold,AdvanPercent,ChangeId,UpgradeNeedID,SuccType,SuccNeedId,SuccNeedCount
멸화도(평타),E70001,EquipName/70001,Weapon,,M,Item/Weapon/Main/Dagger6,EquipItem/Weapon/Main/Dagger6,0,0,0,0,,Attack/Slash1;Attack/Slash2,3,10,2500,5,0;0;0;0;0;0;100,3,10;10,0,6,5,iron,0,8.4,8.4,0.27,0,0,0,0,350,350,0,0,500,,0,0,0,0,0,16,0.5,0,0,0,1009,0,1203,0,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
블리자드(치명물리),E70002,EquipName/70002,Weapon,,R,Item/Weapon/Main/Bow6,EquipItem/Weapon/Main/Bow6,arrow/1041,22,2.2,-135,,Attack/shoot1,2,10,2500,5,0;0;0;0;0;0;100,3,10;10,0,6,5,iron,1,15.6,15.6,0,0,0,0,0,0,700,0,0,500,,0,0,0,0,0,16,0.5,0,0,0,1009,0,1204,0,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
대자연의 지팡이(마법),E70003,EquipName/70003,Weapon,,MR,Item/Weapon/Main/Staff5,EquipItem/Weapon/Main/Staff5,arrow/icon921,15,1,0,,Attack/spell1,1,10,2500,5,0;0;0;0;0;0;100,3,10;10,0,6,5,iron,1,1,1,0,0.4,18,0,0,0,0,700,0,500,,0,0,0,0,0,16,0.5,0,0,0,1009,0,1205,0,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
사신의 낫(상태이상),E70004,EquipName/70004,Weapon,,MR,Item/Weapon/Main/scythe5,EquipItem/Weapon/Main/scythe5,arrow/icon230,15,1,0,,Attack/spell1,1,10,2500,5,0;0;0;0;0;0;100,3,10;10,0,6,5,iron,1,1,1,0,0.4,15.6,0,0,0,0,300,400,500,,0,0,0,0,0,16,0.5,0,0,0,1009,0,1206,0,FALSE,99000,3,0,0.3,,,,,,,,gold,1000,500000000
죽음의 뼈 투구,E70005,EquipName/70005,Helmet,,,Item/Helmet/진'신의투구죽음,,0,0,0,0,,,0,5,850,5,0;0;0;0;0;0;100,3,10;10,0,6,5,bone,-1,0,0,0,0,0,0,0,150,150,150,150,300,,0,0,0,0.1,0,20,0,0,0,0,1009,0,0,1004,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
죽음의 뼈 갑옷,E70006,EquipName/70006,Chest,,,Item/Chest/진'신의갑옷역병,,0,0,0,0,,,0,5,850,5,0;0;0;0;0;0;100,3,10;10,0,6,5,bone,-1,0,0,0,0,0,0,0,150,150,150,150,300,,0,0,0,0.1,0,0,0.24,0,0,0,1009,0,0,1005,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
죽음의 뼈 장갑,E70007,EquipName/70007,Glove,,,Item/Glove/진'신의장갑역병,,0,0,0,0,,,0,5,850,5,0;0;0;0;0;0;100,3,10;10,0,6,5,bone,-1,0,0,0,0,0,0,0,150,150,150,150,300,,0,0,0,0.1,0.1,0,0,0,0,0,1009,0,0,1006,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
죽음의 뼈 신발,E70008,EquipName/70008,Boot,,,Item/Boot/진'신의신발역병,,0,0,0,0,,,0,5,850,5,0;0;0;0;0;0;100,3,10;10,0,6,5,bone,-1,0,0,0,0,0,0,0,200,200,200,200,300,,0,0,0,0.1,0,0,0,0,0,0,1009,0,0,1007,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
불의 보옥 반지,E70009,EquipName/70009,Ring,,,Item/Ring/3,,0,0,0,0,,,0,5,900,5,0;0;0;0;0;0;100,3,10;10,0,6,5,jewelry,-1,0,0,0,0.1,0,0,0,0,0,300,300,300,,0,0,0,0.1,0,0,0,0,0,0,1009,0,0,1008,FALSE,99000,1,0,0,,,,,,,,gold,1000,500000000
불의 보옥 목걸이,E70010,EquipName/70010,Necklace,,,Item/Necklace/3,,0,0,0,0,,,0,5,900,5,0;0;0;0;0;0;100,3,10;10,0,6,5,jewelry,-1,0,0,0.1,0,0,0,0,300,300,0,0,300,,0,0,0,0.1,0,0,0,0,0,0,1009,0,0,1009,FALSE,99000,1,0,0,,,,,,,,gold,1000,500000000
숲의 방패,E70011,EquipName/70011,SWeapon,,,Item/Weapon/Second/Shield5,EquipItem/Weapon/Second/Shield5,0,0,0,0,,,0,5,800,5,0;0;0;0;0;0;100,3,10;10,2,6,5,wood,-1,2.6,2.6,0,0,0,0,0,100,0,0,0,300,,0,0,0,0.1,0,0,0.5,0,0,0,1009,0,0,1010,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
숲의 단검,E70012,EquipName/70012,SWeapon,,,Item/Weapon/Second/S_Dagger3,EquipItem/Weapon/Second/S_Dagger3,0,0,0,0,,,0,5,800,5,0;0;0;0;0;0;100,3,10;10,2,6,5,iron,-1,3.5,3.5,0.1,0,0,0,0,0,100,0,0,300,,0,0,0,0,0,0,0.5,0,0,0,1009,0,0,1010,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
숲의 마법책,E70013,EquipName/70013,SWeapon,,,Item/Weapon/Second/MagicBook3,EquipItem/Weapon/Second/MagicBook3,0,0,0,0,,,0,5,800,5,0;0;0;0;0;0;100,3,10;10,2,6,5,wood,-1,0,0,0,0,4,0,0,0,0,50,50,300,,0,0,0,0,0,0,0.5,0,0,0,1009,0,0,1010,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
청파검(물리),E6060,EquipName/6060,Weapon,Physic,M,Item/Weapon/Main/LongSword8,EquipItem/Weapon/Main/LongSword8,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,15,4500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,0,29.7,29.7,0,0,0,0,0,1500,0,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1243,1001,FALSE,99000,7,0,0,E6068,50000,6,100000000,80,1046,50002,gold,1000,500000000
슬레이어(물리),E6061,EquipName/6061,Weapon,Physic,M,Item/Weapon/Main/Axe2,EquipItem/Weapon/Main/Axe2,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,15,4500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,0,29.7,29.7,0,0,0,0,0,1500,0,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1248,1001,FALSE,99000,7,0,0,E6069,50000,6,100000000,80,1046,50002,gold,1000,500000000
청화도(평타),E6062,EquipName/6062,Weapon,Physic,M,Item/Weapon/Main/Dagger11,EquipItem/Weapon/Main/Dagger11,0,0,0,0,,Attack/Slash1;Attack/Slash2,3,15,4500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,0,14.1,14.1,0.3,0,0,0,0,750,750,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1244,1001,FALSE,99000,7,0,0,E6070,50000,6,100000000,80,1046,50002,gold,1000,500000000
헬파이어(치명물리),E6063,EquipName/6063,Weapon,Physic,R,Item/Weapon/Main/Bow4,EquipItem/Weapon/Main/Bow4,arrow/1041,22,2.2,-135,,Attack/shoot1,2,15,4500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,26,26,0,0,0,0,0,0,1500,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1245,1001,FALSE,99000,7,0,0,E6071,50000,6,100000000,80,1046,50002,gold,1000,500000000
이그니시아(마법),E6064,EquipName/6064,Weapon,Magic,MR,Item/Weapon/Main/Staff6,EquipItem/Weapon/Main/Staff6,arrow/icon921,15,1,0,,Attack/spell1,1,15,4500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,29.7,0,0,0,0,1500,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1246,1001,FALSE,99000,7,0,0,E6072,50000,6,100000000,80,1046,50002,gold,1000,500000000
립헬,E6065,EquipName/6065,Weapon,Dot,MR,Item/Weapon/Main/scythe6,EquipItem/Weapon/Main/scythe6,arrow/icon230,15,1,0,,Attack/spell1,1,15,4500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,21,0,0,0,0,500,1000,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1247,1001,FALSE,99000,7,0,0.9,E6073,50000,6,100000000,80,1046,50002,gold,1000,500000000
러브(마법) 사냥용,E6066,EquipName/6066,Weapon,Magic,M,Item/Weapon/Main/Mace4,EquipItem/Weapon/Main/Mace4,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,15,4500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,29.7,0,0,0,0,1500,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1249,1001,FALSE,99000,7,0,0,E6074,50000,6,100000000,80,1046,50002,gold,1000,500000000
라그나로크(스킬 사용 시 플레임),E6067,EquipName/6067,Weapon,Magic,MR,Item/Weapon/Main/Wand3,EquipItem/Weapon/Main/Wand3,arrow/icon921,15,1,0,,Attack/spell1,1,15,4500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,29.7,0,0,0,0,1500,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1250,1001,FALSE,99000,7,0,0,E6075,50000,6,100000000,80,1046,50002,gold,1000,500000000
청파검(물리),E6068,EquipName/6068,Weapon,Physic,M,Item/Weapon/Main/LongSword8,EquipItem/Weapon/Main/LongSword8,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,15,4800,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,0,32.4,32.4,0,0,0,0,0,1500,0,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1243,1001,FALSE,99000,7,0,0,E6076,50000,7,300000000,50,1047,50002,gold,1000,500000000
슬레이어(물리),E6069,EquipName/6069,Weapon,Physic,M,Item/Weapon/Main/Axe2,EquipItem/Weapon/Main/Axe2,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,15,4800,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,0,32.4,32.4,0,0,0,0,0,1500,0,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1248,1001,FALSE,99000,7,0,0,E6077,50000,7,300000000,50,1047,50002,gold,1000,500000000
청화도(평타),E6070,EquipName/6070,Weapon,Physic,M,Item/Weapon/Main/Dagger11,EquipItem/Weapon/Main/Dagger11,0,0,0,0,,Attack/Slash1;Attack/Slash2,3,15,4800,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,0,15.6,15.6,0.3,0,0,0,0,750,750,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1244,1001,FALSE,99000,7,0,0,E6078,50000,7,300000000,50,1047,50002,gold,1000,500000000
헬파이어(치명물리),E6071,EquipName/6071,Weapon,Physic,R,Item/Weapon/Main/Bow4,EquipItem/Weapon/Main/Bow4,arrow/1041,22,2.2,-135,,Attack/shoot1,2,15,4800,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,28.6,28.6,0,0,0,0,0,0,1500,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1245,1001,FALSE,99000,7,0,0,E6079,50000,7,300000000,50,1047,50002,gold,1000,500000000
이그니시아(마법),E6072,EquipName/6072,Weapon,Magic,MR,Item/Weapon/Main/Staff6,EquipItem/Weapon/Main/Staff6,arrow/icon921,15,1,0,,Attack/spell1,1,15,4800,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,32.4,0,0,0,0,1500,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1246,1001,FALSE,99000,7,0,0,E6080,50000,7,300000000,50,1047,50002,gold,1000,500000000
립헬,E6073,EquipName/6073,Weapon,Dot,MR,Item/Weapon/Main/scythe6,EquipItem/Weapon/Main/scythe6,arrow/icon230,15,1,0,,Attack/spell1,1,15,4800,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,22,0,0,0,0,500,1000,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1247,1001,FALSE,99000,7,0,1.2,E6081,50000,7,300000000,50,1047,50002,gold,1000,500000000
러브(마법) 사냥용,E6074,EquipName/6074,Weapon,Magic,M,Item/Weapon/Main/Mace4,EquipItem/Weapon/Main/Mace4,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,15,4800,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,32.4,0,0,0,0,1500,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1249,1001,FALSE,99000,7,0,0,E6082,50000,7,300000000,50,1047,50002,gold,1000,500000000
라그나로크(스킬 사용 시 플레임),E6075,EquipName/6075,Weapon,Magic,MR,Item/Weapon/Main/Wand3,EquipItem/Weapon/Main/Wand3,arrow/icon921,15,1,0,,Attack/spell1,1,15,4800,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,32.4,0,0,0,0,1500,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1250,1001,FALSE,99000,7,0,0,E6083,50000,7,300000000,50,1047,50002,gold,1000,500000000
청파검(물리),E6076,EquipName/6076,Weapon,Physic,M,Item/Weapon/Main/LongSword8,EquipItem/Weapon/Main/LongSword8,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,15,5100,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,0,35.1,35.1,0,0,0,0,0,1500,0,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1243,1001,FALSE,99000,7,0,0,E6084,50000,8,500000000,30,1048,50002,gold,1000,500000000
슬레이어(물리),E6077,EquipName/6077,Weapon,Physic,M,Item/Weapon/Main/Axe2,EquipItem/Weapon/Main/Axe2,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,15,5100,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,0,35.1,35.1,0,0,0,0,0,1500,0,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1248,1001,FALSE,99000,7,0,0,E6085,50000,8,500000000,30,1048,50002,gold,1000,500000000
청화도(평타),E6078,EquipName/6078,Weapon,Physic,M,Item/Weapon/Main/Dagger11,EquipItem/Weapon/Main/Dagger11,0,0,0,0,,Attack/Slash1;Attack/Slash2,3,15,5100,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,0,17.1,17.1,0.3,0,0,0,0,750,750,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1244,1001,FALSE,99000,7,0,0,E6086,50000,8,500000000,30,1048,50002,gold,1000,500000000
헬파이어(치명물리),E6079,EquipName/6079,Weapon,Physic,R,Item/Weapon/Main/Bow4,EquipItem/Weapon/Main/Bow4,arrow/1041,22,2.2,-135,,Attack/shoot1,2,15,5100,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,31.2,31.2,0,0,0,0,0,0,1500,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1245,1001,FALSE,99000,7,0,0,E6087,50000,8,500000000,30,1048,50002,gold,1000,500000000
이그니시아(마법),E6080,EquipName/6080,Weapon,Magic,MR,Item/Weapon/Main/Staff6,EquipItem/Weapon/Main/Staff6,arrow/icon921,15,1,0,,Attack/spell1,1,15,5100,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,35.1,0,0,0,0,1500,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1246,1001,FALSE,99000,7,0,0,E6088,50000,8,500000000,30,1048,50002,gold,1000,500000000
립헬,E6081,EquipName/6081,Weapon,Dot,MR,Item/Weapon/Main/scythe6,EquipItem/Weapon/Main/scythe6,arrow/icon230,15,1,0,,Attack/spell1,1,15,5100,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,23,0,0,0,0,500,1000,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1247,1001,FALSE,99000,7,0,1.5,E6089,50000,8,500000000,30,1048,50002,gold,1000,500000000
러브(마법) 사냥용,E6082,EquipName/6082,Weapon,Magic,M,Item/Weapon/Main/Mace4,EquipItem/Weapon/Main/Mace4,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,15,5100,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,35.1,0,0,0,0,1500,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1249,1001,FALSE,99000,7,0,0,E6090,50000,8,500000000,30,1048,50002,gold,1000,500000000
라그나로크(스킬 사용 시 플레임),E6083,EquipName/6083,Weapon,Magic,MR,Item/Weapon/Main/Wand3,EquipItem/Weapon/Main/Wand3,arrow/icon921,15,1,0,,Attack/spell1,1,15,5100,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,35.1,0,0,0,0,1500,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1250,1001,FALSE,99000,7,0,0,E6091,50000,8,500000000,30,1048,50002,gold,1000,500000000
청파검(물리),E6084,EquipName/6084,Weapon,Physic,M,Item/Weapon/Main/LongSword8,EquipItem/Weapon/Main/LongSword8,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,15,5500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,0,37.8,37.8,0,0,0,0,0,1500,0,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1243,1001,FALSE,99000,7,0,0,E6092,50000,9,800000000,15,1049,50002,gold,1000,500000000
슬레이어(물리),E6085,EquipName/6085,Weapon,Physic,M,Item/Weapon/Main/Axe2,EquipItem/Weapon/Main/Axe2,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,15,5500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,0,37.8,37.8,0,0,0,0,0,1500,0,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1248,1001,FALSE,99000,7,0,0,E6093,50000,9,800000000,15,1049,50002,gold,1000,500000000
청화도(평타),E6086,EquipName/6086,Weapon,Physic,M,Item/Weapon/Main/Dagger11,EquipItem/Weapon/Main/Dagger11,0,0,0,0,,Attack/Slash1;Attack/Slash2,3,15,5500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,0,18.6,18.6,0.3,0,0,0,0,750,750,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1244,1001,FALSE,99000,7,0,0,E6094,50000,9,800000000,15,1049,50002,gold,1000,500000000
헬파이어(치명물리),E6087,EquipName/6087,Weapon,Physic,R,Item/Weapon/Main/Bow4,EquipItem/Weapon/Main/Bow4,arrow/1041,22,2.2,-135,,Attack/shoot1,2,15,5500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,33.8,33.8,0,0,0,0,0,0,1500,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1245,1001,FALSE,99000,7,0,0,E6095,50000,9,800000000,15,1049,50002,gold,1000,500000000
이그니시아(마법),E6088,EquipName/6088,Weapon,Magic,MR,Item/Weapon/Main/Staff6,EquipItem/Weapon/Main/Staff6,arrow/icon921,15,1,0,,Attack/spell1,1,15,5500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,37.8,0,0,0,0,1500,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1246,1001,FALSE,99000,7,0,0,E6096,50000,9,800000000,15,1049,50002,gold,1000,500000000
립헬,E6089,EquipName/6089,Weapon,Dot,MR,Item/Weapon/Main/scythe6,EquipItem/Weapon/Main/scythe6,arrow/icon230,15,1,0,,Attack/spell1,1,15,5500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,24,0,0,0,0,500,1000,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1247,1001,FALSE,99000,7,0,1.8,E6097,50000,9,800000000,15,1049,50002,gold,1000,500000000
러브(마법) 사냥용,E6090,EquipName/6090,Weapon,Magic,M,Item/Weapon/Main/Mace4,EquipItem/Weapon/Main/Mace4,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,15,5500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,37.8,0,0,0,0,1500,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1249,1001,FALSE,99000,7,0,0,E6098,50000,9,800000000,15,1049,50002,gold,1000,500000000
라그나로크(스킬 사용 시 플레임),E6091,EquipName/6091,Weapon,Magic,MR,Item/Weapon/Main/Wand3,EquipItem/Weapon/Main/Wand3,arrow/icon921,15,1,0,,Attack/spell1,1,15,5500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,37.8,0,0,0,0,1500,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1250,1001,FALSE,99000,7,0,0,E6099,50000,9,800000000,15,1049,50002,gold,1000,500000000
청파검(물리),E6092,EquipName/6092,Weapon,Physic,M,Item/Weapon/Main/LongSword8,EquipItem/Weapon/Main/LongSword8,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,15,6000,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,0,40.5,40.5,0,0,0,0,0,1500,0,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1243,1001,FALSE,99000,7,0,0,E6138,27,1500,1000000000,100,1050,50002,gold,1000,500000000
슬레이어(물리),E6093,EquipName/6093,Weapon,Physic,M,Item/Weapon/Main/Axe2,EquipItem/Weapon/Main/Axe2,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,15,6000,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,0,40.5,40.5,0,0,0,0,0,1500,0,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1248,1001,FALSE,99000,7,0,0,E6139,27,1500,1000000000,100,1050,50002,gold,1000,500000000
청화도(평타),E6094,EquipName/6094,Weapon,Physic,M,Item/Weapon/Main/Dagger11,EquipItem/Weapon/Main/Dagger11,0,0,0,0,,Attack/Slash1;Attack/Slash2,3,15,6000,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,0,20.1,20.1,0.3,0,0,0,0,750,750,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1244,1001,FALSE,99000,7,0,0,E6144,27,1500,1000000000,100,1050,50002,gold,1000,500000000
헬파이어(치명물리),E6095,EquipName/6095,Weapon,Physic,R,Item/Weapon/Main/Bow4,EquipItem/Weapon/Main/Bow4,arrow/1041,22,2.2,-135,,Attack/shoot1,2,15,6000,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,36.4,36.4,0,0,0,0,0,0,1500,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1245,1001,FALSE,99000,7,0,0,E6142,27,1500,1000000000,100,1050,50002,gold,1000,500000000
이그니시아(마법),E6096,EquipName/6096,Weapon,Magic,MR,Item/Weapon/Main/Staff6,EquipItem/Weapon/Main/Staff6,arrow/icon921,15,1,0,,Attack/spell1,1,15,6000,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,40.5,0,0,0,0,1500,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1246,1001,FALSE,99000,7,0,0,E6146,27,1500,1000000000,100,1050,50002,gold,1000,500000000
립헬,E6097,EquipName/6097,Weapon,Dot,MR,Item/Weapon/Main/scythe6,EquipItem/Weapon/Main/scythe6,arrow/icon230,15,1,0,,Attack/spell1,1,15,6000,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,25,0,0,0,0,500,1000,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1247,1001,FALSE,99000,7,0,2.1,E6149,27,1500,1000000000,100,1050,50002,gold,1000,500000000
러브(마법) 사냥용,E6098,EquipName/6098,Weapon,Magic,M,Item/Weapon/Main/Mace4,EquipItem/Weapon/Main/Mace4,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,15,6000,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,40.5,0,0,0,0,1500,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1249,1001,FALSE,99000,7,0,0,E6148,27,1500,1000000000,100,1050,50002,gold,1000,500000000
라그나로크(스킬 사용 시 플레임),E6099,EquipName/6099,Weapon,Magic,MR,Item/Weapon/Main/Wand3,EquipItem/Weapon/Main/Wand3,arrow/icon921,15,1,0,,Attack/spell1,1,15,6000,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,1,1,1,0,0.4,40.5,0,0,0,0,1500,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1250,1001,FALSE,99000,7,0,0,E6147,27,1500,1000000000,100,1050,50002,gold,1000,500000000
,,,,,,-,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
카이트 실드★,E6100,EquipName/6100,SWeapon,,,Item/Weapon/Second/Shield6,EquipItem/Weapon/Second/Shield6,0,0,0,0,,,0,15,3800,6,0;0;0;0;80;8;2,3,5;10,2,0,6,wood,-1,6,6,0,0,0,0,0,700,0,0,0,1000,,0,0,0,0.12,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6104,50000,6,100000000,80,1051,50002,gold,1000,500000000
