description,Tier,id,num,itemid,itemnames,minhowmany,maxhowmany,rate,isshow,Ispercent,,,,,,,
,4,5000,326,99000,제련석,10,10,1000000,TRUE,FALSE,,,,,,,
레이드 심해어,7,5001,327,20,레이드 토큰,200,200,1000000,TRUE,FALSE,,,,,,,
,7,5001,328,2908,토벌 증표,2,2,1000000,TRUE,FALSE,,,,,,,
,7,5001,329,1005,전설 제작 비법서,1,2,250000,TRUE,FALSE,,,,,,,
,7,5001,330,1010,비법서 조각,20,20,1000000,TRUE,FALSE,,,,,,,
,7,5001,331,99000,제련석,15,15,1000000,TRUE,FALSE,,,,,,,
레이드 공허 촉수,10,5002,332,20,레이드 토큰,300,300,1000000,TRUE,FALSE,,,,,,,
,10,5002,333,2908,토벌 증표,3,3,1000000,TRUE,FALSE,,,,,,,
,10,5002,334,1005,전설 제작 비법서,1,2,250000,TRUE,FALSE,,,,,,,
,10,5002,335,1010,비법서 조각,30,30,1000000,TRUE,FALSE,,,,,,,
,10,5002,336,99000,제련석,20,20,1000000,TRUE,FALSE,,,,,,,
레이드 재앙의 씨앗,10,5003,337,20,레이드 토큰,400,400,1000000,TRUE,FALSE,,,,,,,
,10,5003,338,2908,토벌 증표,4,4,1000000,TRUE,FALSE,,,,,,,
,10,5003,339,1005,전설 제작 비법서,1,2,250000,TRUE,FALSE,,,,,,,
,10,5003,340,1006,신화 제작 비법서,1,1,100000,TRUE,FALSE,,,,,,,
,10,5003,341,1010,비법서 조각,40,40,1000000,TRUE,FALSE,,,,,,,
,10,5003,342,99000,제련석,30,30,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급2,100,343,1000001,All Stat 20,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,100,344,1001, ★1 신의 증표,1000,1000,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급3,101,345,1000002,All Stat 30,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,101,346,4001, ★2 신의 증표,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급4,102,347,1000003,All Stat 40,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,102,348,4001, ★2 신의 증표,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급5,103,349,1000004,All Stat 50,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,103,350,4002, ★3 신의 증표,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급6,104,351,1000005,All Stat 60,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,104,352,4002, ★3 신의 증표,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급7,105,353,1000006,All Stat 70,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,105,354,4003, ★4 신의 증표,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급8,106,355,1000007,All Stat 80,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,106,356,4003, ★4 신의 증표,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급9,107,357,1000008,All Stat 90,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,107,358,4004, ★5 신의 증표,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급10,108,359,1000009,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,108,360,4005, ★6 신의 증표,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급11,109,361,1000010,All Stat 110,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,109,362,4004, ★5 신의 증표,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,109,363,4005, ★6 신의 증표,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급12,110,364,1000011,All Stat 120,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,110,365,1006,신화제작서,5,5,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급13,111,366,1000012,All Stat 120,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,111,367,1006,신화제작서,8,8,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급14,112,368,1000013,All Stat 90,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,112,369,1006,신화제작서,10,10,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급15,113,370,1000014,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,113,371,1006,신화제작서,10,10,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급16,114,372,1000015,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,114,373,1006,신화제작서,10,10,1000000,TRUE,FALSE,,,,,,,
,,114,374,1001,크리스탈,7000,7000,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급17,115,375,1000016,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,115,376,1006,신화제작서,10,10,1000000,TRUE,FALSE,,,,,,,
,,115,377,1001,크리스탈,7500,7500,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급18,116,378,1000017,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,116,379,1750,콘텐츠 성장 입장권,5,5,1000000,TRUE,FALSE,,,,,,,
,,116,380,1001,크리스탈,8000,8000,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급19,117,381,1000018,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,117,382,1750,콘텐츠 성장 입장권,5,5,1000000,TRUE,FALSE,,,,,,,
,,117,383,1001,크리스탈,8500,8500,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급20,118,384,1000019,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,118,385,1750,콘텐츠 성장 입장권,5,5,1000000,TRUE,FALSE,,,,,,,
,,118,386,1001,크리스탈,9000,9000,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급21,119,387,1000020,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,119,388,1750,콘텐츠 성장 입장권,5,5,1000000,TRUE,FALSE,,,,,,,
,,119,389,1001,크리스탈,9500,9500,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급22,120,390,1000021,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,120,391,1750,콘텐츠 성장 입장권,5,5,1000000,TRUE,FALSE,,,,,,,
,,120,392,1001,크리스탈,10000,10000,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급23,121,393,1000022,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,121,394,1750,콘텐츠 성장 입장권,6,6,1000000,TRUE,FALSE,,,,,,,
,,121,395,1001,크리스탈,10000,10000,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급24,122,396,1000023,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,122,397,1750,콘텐츠 성장 입장권,7,7,1000000,TRUE,FALSE,,,,,,,
,,122,398,1001,크리스탈,10000,10000,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급25,123,399,1000024,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,123,400,1750,콘텐츠 성장 입장권,8,8,1000000,TRUE,FALSE,,,,,,,
,,123,401,1001,크리스탈,10000,10000,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급26,124,402,1000025,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,124,403,1750,콘텐츠 성장 입장권,9,9,1000000,TRUE,FALSE,,,,,,,
승급 보상,,124,404,1001,크리스탈,10000,10000,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급27,125,405,1000026,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,125,406,1750,콘텐츠 성장 입장권,10,10,1000000,TRUE,FALSE,,,,,,,
승급 보상,,125,407,1001,크리스탈,10000,10000,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급28,126,408,1000027,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,126,409,1750,콘텐츠 성장 입장권,11,11,1000000,TRUE,FALSE,,,,,,,
승급 보상,,126,410,1001,크리스탈,10000,10000,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급29,127,411,1000028,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,127,412,1750,콘텐츠 성장 입장권,12,12,1000000,TRUE,FALSE,,,,,,,
승급 보상,,127,413,1001,크리스탈,10000,10000,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급30,128,414,1000029,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,128,415,4006,7차 직,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,128,416,1001,크리스탈,10000,10000,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급31,129,417,1000029,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,129,418,50005,강화 촉진 가루,60,60,1000000,TRUE,FALSE,,,,,,,
승급 보상,,129,419,1001,크리스탈,10000,10000,1000000,TRUE,FALSE,,,,,,,
승급 보상,승급 32,130,420,1000029,All Stat 100,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,130,421,4006,7차,1,1,1000000,TRUE,FALSE,,,,,,,
승급 보상,,130,422,1001,크리스탈,10000,10000,1000000,TRUE,FALSE,,,,,,,
엘리트,10,1068,423,1000,,40000,80000,1000000,TRUE,FALSE,,,,,,,
경험치,10,1068,424,1002,,7400,7400,1000000,TRUE,FALSE,,,,,,,
결정,10,1068,425,14,,60,130,400000,TRUE,FALSE,,,,,,,
일반 장피 파편,10,1068,426,1700,,53,53,200000,TRUE,FALSE,,,,,,,
보스,10,1069,427,1000,,40000,80000,1000000,TRUE,FALSE,,,,,,,
경험치,10,1069,428,1002,,7400,7400,1000000,TRUE,FALSE,,,,,,,
결정,10,1069,429,14,,60,130,400000,TRUE,FALSE,,,,,,,
일반 장피 파편,10,1069,430,1700,,54,54,700000,TRUE,FALSE,,,,,,,
던전-샤이아,10,3010,431,1000,,37120,74240,1000000,TRUE,FALSE,,,,,,,
경험치,10,3010,432,1002,,6200,6200,1000000,TRUE,FALSE,,,,,,,
결정,10,3010,433,14,,51,102,400000,TRUE,FALSE,,,,,,,
일반 장피 파편,10,3010,434,1700,,51,51,200000,TRUE,FALSE,,,,,,,
보스,10,3011,435,1000,,37120,74240,1000000,TRUE,FALSE,,,,,,,
경험치,10,3011,436,1002,,6200,6200,1000000,TRUE,FALSE,,,,,,,
결정,10,3011,437,14,,51,102,400000,TRUE,FALSE,,,,,,,
일반 장피 파편,10,3011,438,1700,,51,51,700000,TRUE,FALSE,,,,,,,
보스 재료,10,3011,439,3006,보스재료,1,1,150000,TRUE,FALSE,,,,,,,
전설 비법서,10,3011,440,1005,비법서,1,3,100000,TRUE,FALSE,,,,,,,
레이드 스컬 피쉬,10,5004,441,20,레이드 토큰,500,500,1000000,TRUE,FALSE,,,,,,,
,10,5004,442,2908,토벌 증표,5,5,1000000,TRUE,FALSE,,,,,,,
,10,5004,443,1005,전설 제작 비법서,1,2,300000,TRUE,FALSE,,,,,,,
,10,5004,444,1006,신화 제작 비법서,1,1,125000,TRUE,FALSE,,,,,,,
,10,5004,445,1010,비법서 조각,60,60,1000000,TRUE,FALSE,,,,,,,
,10,5004,446,99000,제련석,35,35,1000000,TRUE,FALSE,,,,,,,
레이드 스컬 하이드라,10,5005,447,20,레이드 토큰,600,600,1000000,TRUE,FALSE,,,,,,,
,10,5005,448,2908,토벌 증표,6,6,1000000,TRUE,FALSE,,,,,,,
,10,5005,449,1005,전설 제작 비법서,1,2,325000,TRUE,FALSE,,,,,,,
,10,5005,450,1006,신화 제작 비법서,1,1,150000,TRUE,FALSE,,,,,,,
,10,5005,451,1010,비법서 조각,70,70,1000000,TRUE,FALSE,,,,,,,
,10,5005,452,99000,제련석,40,40,1000000,TRUE,FALSE,,,,,,,
레이드 팬텀,10,5006,453,20,레이드 토큰,700,700,1000000,TRUE,FALSE,,,,,,,
,10,5006,454,2908,토벌 증표,7,7,1000000,TRUE,FALSE,,,,,,,
,10,5006,455,1005,전설 제작 비법서,1,2,350000,TRUE,FALSE,,,,,,,
,10,5006,456,1006,신화 제작 비법서,1,1,128000,TRUE,FALSE,,,,,,,
,10,5006,457,1010,비법서 조각,80,80,1000000,TRUE,FALSE,,,,,,,
,10,5006,458,99000,제련석,45,45,1000000,TRUE,FALSE,,,,,,,
레이드 엘더 본 드래곤,10,5007,459,20,레이드 토큰,800,800,1000000,TRUE,FALSE,,,,,,,
,10,5007,460,2908,토벌 증표,8,8,1000000,TRUE,FALSE,,,,,,,
,10,5007,461,1005,전설 제작 비법서,1,2,350000,TRUE,FALSE,,,,,,,
,10,5007,462,1006,신화 제작 비법서,1,1,128000,TRUE,FALSE,,,,,,,
,10,5007,463,1010,비법서 조각,90,90,1000000,TRUE,FALSE,,,,,,,
,10,5007,464,99000,제련석,50,50,1000000,TRUE,FALSE,,,,,,,
입장권,이벤트,99999,465,1711,던전입장권,1,1,200000,TRUE,FALSE,,,,,,,
레이드 입장권,이벤트,99999,466,200000,레이드 입장권,1,1,50000,TRUE,FALSE,,,,,,,
이벤트 재료,이벤트,99999,467,100021,이벤트1,50,50,1000000,TRUE,FALSE,,,,,,,
이벤트 재료2,이벤트,99999,468,100022,이벤트2,10,10,1000000,TRUE,FALSE,,,,,,,
낡은 특수효과,이벤트,99999,469,57,낡은 특수효과,1,1,45000,TRUE,FALSE,,,,,,,
마법도시,악몽,1070,470,1000,,40000,80000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1070,471,1002,,7400,7400,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1070,472,14,,61,130,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1070,473,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1070,474,16,,1,1,20000,TRUE,FALSE,,,,,,,
보스,악몽,1071,475,1000,,40000,80000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1071,476,1002,,5550,5550,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1071,477,14,,61,130,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1071,478,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1071,479,16,,1,1,30000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,악몽,1071,480,517,,1,1,3000,TRUE,FALSE,,,,,,,
불타는 평야,악몽,1072,481,1000,,42000,82000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1072,482,1002,,6000,6000,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1072,483,14,,62,132,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1072,484,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1072,485,16,,1,1,20000,TRUE,FALSE,,,,,,,
보스,악몽,1073,486,1000,,42000,82000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1073,487,1002,,6000,6000,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1073,488,14,,62,132,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1073,489,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1073,490,16,,1,1,30000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,악몽,1073,491,517,,1,1,3000,TRUE,FALSE,,,,,,,
아마존,악몽,1074,492,1000,,44000,84000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1074,493,1002,,6450,6450,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1074,494,14,,63,134,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1074,495,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1074,496,16,,1,1,20000,TRUE,FALSE,,,,,,,
보스,악몽,1075,497,1000,,44000,84000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1075,498,1002,,6450,6450,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1075,499,14,,63,134,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1075,500,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1075,501,16,,1,1,20000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,악몽,1075,502,517,,1,1,3000,TRUE,FALSE,,,,,,,
나가랜드,악몽,1076,503,1000,,46000,86000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1076,504,1002,,6900,6900,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1076,505,14,,64,136,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1076,506,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1076,507,16,,1,1,20000,TRUE,FALSE,,,,,,,
보스,악몽,1077,508,1000,,46000,86000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1077,509,1002,,6900,6900,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1077,510,14,,64,136,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1077,511,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1077,512,16,,1,1,30000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,악몽,1077,513,517,,1,1,3000,TRUE,FALSE,,,,,,,
코볼트 주둔지,악몽,1078,514,1000,,48000,88000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1078,515,1002,,7350,7350,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1078,516,14,,65,138,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1078,517,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1078,518,16,,1,1,20000,TRUE,FALSE,,,,,,,
보스,악몽,1079,519,1000,,48000,88000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1079,520,1002,,7350,7350,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1079,521,14,,65,138,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1079,522,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1079,523,16,,1,1,30000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,악몽,1079,524,517,,1,1,3000,TRUE,FALSE,,,,,,,
음산한 마을,악몽,1080,525,1000,,50000,90000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1080,526,1002,,7800,7800,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1080,527,14,,66,140,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1080,528,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1080,529,16,,1,2,20000,TRUE,FALSE,,,,,,,
보스,악몽,1081,530,1000,,50000,90000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1081,531,1002,,7800,7800,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1081,532,14,,66,140,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1081,533,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1081,534,16,,1,2,30000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,악몽,1081,535,517,,1,1,3000,TRUE,FALSE,,,,,,,
아인 약탈지,악몽,1082,536,1000,,52000,92000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1082,537,1002,,8250,8250,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1082,538,14,,67,142,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1082,539,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1082,540,16,,1,2,20000,TRUE,FALSE,,,,,,,
보스,악몽,1083,541,1000,,52000,92000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1083,542,1002,,8250,8250,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1083,543,14,,67,142,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1083,544,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1083,545,16,,1,2,30000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,악몽,1083,546,517,,1,1,3000,TRUE,FALSE,,,,,,,
카지노,악몽,1084,547,1000,,54000,94000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1084,548,1002,,8700,8700,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1084,549,14,,68,144,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1084,550,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1084,551,16,,1,2,20000,TRUE,FALSE,,,,,,,
보스,악몽,1085,552,1000,,54000,94000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1085,553,1002,,8700,8700,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1085,554,14,,68,144,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1085,555,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1085,556,16,,1,2,30000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,악몽,1085,557,517,,1,1,3000,TRUE,FALSE,,,,,,,
버려진 숲,악몽,1086,558,1000,,56000,96000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1086,559,1002,,9150,9150,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1086,560,14,,69,146,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1086,561,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1086,562,16,,1,2,20000,TRUE,FALSE,,,,,,,
보스,악몽,1087,563,1000,,56000,96000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1087,564,1002,,9150,9150,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1087,565,14,,69,146,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1087,566,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1087,567,16,,1,2,30000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,악몽,1087,568,517,,1,1,3000,TRUE,FALSE,,,,,,,
미지의 드래고니아,악몽,1088,569,1000,,58000,98000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1088,570,1002,,9600,9600,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1088,571,14,,70,148,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1088,572,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1088,573,16,,1,2,20000,TRUE,FALSE,,,,,,,
보스,악몽,1089,574,1000,,58000,98000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1089,575,1002,,9600,9600,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1089,576,14,,70,148,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1089,577,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1089,578,16,,1,2,30000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,악몽,1089,579,517,,1,1,3000,TRUE,FALSE,,,,,,,
미지의 공허,악몽,1090,580,1000,,60000,100000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1090,581,1002,,10050,10050,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1090,582,14,,71,150,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1090,583,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1090,584,16,,1,2,20000,TRUE,FALSE,,,,,,,
보스,악몽,1091,585,1000,,60000,100000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1091,586,1002,,10050,10050,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1091,587,14,,71,150,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1091,588,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1091,589,16,,1,2,30000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,악몽,1091,590,517,,1,1,3000,TRUE,FALSE,,,,,,,
미지의 용의 나라,악몽,1092,591,1000,,62000,102000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1092,592,1002,,10500,10500,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1092,593,14,,72,152,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1092,594,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1092,595,16,,1,3,20000,TRUE,FALSE,,,,,,,
보스,악몽,1093,596,1000,,62000,102000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1093,597,1002,,10500,10500,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1093,598,14,,72,152,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1093,599,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1093,600,16,,1,3,30000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,악몽,1093,601,517,,1,1,3000,TRUE,FALSE,,,,,,,
뱀파이어의 성,악몽,1094,602,1000,,64000,104000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1094,603,1002,,10950,10950,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1094,604,14,,73,154,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1094,605,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1094,606,16,,1,3,20000,TRUE,FALSE,,,,,,,
보스,악몽,1095,607,1000,,64000,104000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1095,608,1002,,10950,10950,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1095,609,14,,73,154,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1095,610,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1095,611,16,,1,3,30000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,악몽,1095,612,517,,1,1,3000,TRUE,FALSE,,,,,,,
끝없는 미로,악몽,1096,613,1000,,66000,106000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1096,614,1002,,11400,11400,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1096,615,14,,74,156,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1096,616,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1096,617,16,,1,3,20000,TRUE,FALSE,,,,,,,
보스,악몽,1097,618,1000,,66000,106000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1097,619,1002,,11400,11400,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1097,620,14,,74,156,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1097,621,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1097,622,16,,1,3,30000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,악몽,1097,623,517,,1,1,3000,TRUE,FALSE,,,,,,,
소서러 길드,악몽,1098,624,1000,,68000,108000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1098,625,1002,,11850,11850,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1098,626,14,,75,158,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1098,627,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1098,628,16,,1,3,20000,TRUE,FALSE,,,,,,,
보스,악몽,1099,629,1000,,68000,108000,1000000,TRUE,FALSE,,,,,,,
경험치,악몽,1099,630,1002,,11850,11850,1000000,TRUE,FALSE,,,,,,,
결정,악몽,1099,631,14,,75,158,400000,TRUE,FALSE,,,,,,,
장피 파편,악몽,1099,632,1700,,55,55,200000,TRUE,FALSE,,,,,,,
악몽의파편,악몽,1099,633,16,,1,3,30000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,악몽,1099,634,517,,1,1,3000,TRUE,FALSE,,,,,,,
